,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
40,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(C#N)([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9ce980>,7.26235,,True,True,False,
41,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(S(=O)(=O)C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cd5d0>,7.10518,,True,True,False,
42,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(c2nn[n-]n2)([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cf290>,7.6905,,True,True,False,
43,C(C(n1nc(c(c1C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cc040>,7.23594,,True,True,False,
44,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(Cl)([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e25e2f0>,7.22555,,True,True,False,
45,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC([H])([H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9ce020>,7.15187,,True,True,False,
46,C(C(S(=O)(=O)N([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C(=O)N(C([H])([H])[H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cd850>,7.36586,,True,True,False,
47,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9cc6d0>,7.05091,,True,True,False,
48,C([C@]1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C(O1)([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be4dc2bfc90>,5.1295,,True,True,False,
49,C(N1C([C@@](C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])[H])(c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be4fc18ae80>,5.79328,,True,True,False,
50,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(c2sc(c(c2C1([H])[H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7be47f6d51c0>,5.22171,,True,True,False,
51,C(c1nnc(C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C(N(c3c(c(nc(n3)[H])[H])[H])[H])([H])[H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])o1)([H])([H])[H],<fegrow.package.RMol object at 0x7be47fad2a20>,7.26728,,True,True,False,
52,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(c(nc(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47f6d6b10>,7.52556,,True,True,False,
53,O=C1c2c(c(c(Cl)c(c2[C@@]2(C(N1C(C([N+]1(C(C3(C(OC3([H])[H])([H])[H])C1([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])C(=O)N(c1c(nc(c3c(c(c(c(c13)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c1nc(c(c(n1)[H])[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x7be4fc17e5c0>,7.57309,,True,True,False,
54,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(nc(c(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47fb1cae0>,7.18339,,True,True,False,
55,C(n1c(c(c(C(N2C([C@]3(C(C(N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C3=O)([H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])n1)[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfcda10>,0.0,,True,False,False,
56,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(SC([C@]1(C(F)(F)F)[H])([H])[H])([H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7be47fb1e5c0>,5.35127,,True,True,False,
57,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(nc(C([H])([H])[H])s2)[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be49c4b47c0>,7.58879,,True,True,False,
58,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(nc(n1)[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfce180>,0.0,,True,False,False,
59,C(OC([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(c(n1[H])[H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfce1f0>,0.0,,True,False,False,
60,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(c2sc(c(c2C1([H])[H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7be47f6d7d80>,5.22171,,True,True,False,
61,O=C1c2c(c(c(Cl)c(c2[C@@]2(C(N1C(c1c(c(nnc1[H])[H])[H])([H])[H])([H])[H])C(=O)N(c1c(nc(c3c(c(c(c(c13)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c1nnc(s1)[H])[H])([H])[H])[H])([H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x7be47e86c540>,7.53349,,True,True,False,
62,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N@@+]1(C(C(C3(C(OC3([H])[H])([H])[H])C1([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e86c9a0>,7.42398,,True,True,False,
63,C(n1c(c(c(C(N2C([C@]3(C(C(N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C3=O)([H])[H])([H])[H])c3c(c(Cl)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])n1)[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7be47cfce3b0>,0.0,,True,False,False,
64,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be4fc17d440>,7.21531,,True,True,False,
65,C(N(C(=O)C(N1C(=O)C2=C(C(=C(Cl)C([C@]32[C@@]1([C@@]13C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(/C/1=C(\F)/[H])([H])[H])[H])([H])[H])[H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e86e110>,6.72096,,True,True,False,
66,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C([C@]2(C(C(C(F)(F)C([C@]2(C1([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7be47e86dc10>,5.57846,,True,True,False,
67,C([N+](C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC(C2(F)C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e25c090>,7.21173,,True,True,False,
68,C(c1nc(C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(F)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])no1)([H])([H])[H],<fegrow.package.RMol object at 0x7be4fc17cdb0>,6.80011,,True,True,False,
69,C(C(C(=O)N1C(C(C(c2c(c(c(N(C(c3c(c(c(c(Cl)c3[H])[H])[H])[H])([H])[H])C(=O)C(c3c(nc(c4c(F)c(c(c(c34)[H])[H])[H])[H])[H])([H])[H])c(c12)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47e9ceca0>,6.24555,,True,True,False,
70,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nnn(C([H])([H])[H])n1)([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5df30>,6.57746,,True,True,False,
71,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(c(n1C([H])([H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7be47ec5f420>,7.11329,,True,True,False,
