,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
10,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c([n+](c(n1[H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606cc58a0>,6.50775,,True,True,False,
11,C(N1C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)C21C(N(S(=O)(=O)c1c(c(c(c(c1[H])[H])[H])[H])[H])C2([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606cc4cc0>,5.63555,,True,True,False,
12,O=C1c2c(c(c(Cl)c(c2[C@@]2(C(N1C(C([N+]1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])C(=O)N(c1c(nc(c3c(c(c(c(c13)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c1nc(c(c(n1)[H])[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x718606cc6c50>,6.89246,,True,True,False,
13,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(c(nc(C([H])([H])[H])n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606cc4f90>,6.42679,,True,True,False,
14,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C([N+]1(C(C(N(S(=O)(=O)C([H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186046c7150>,6.70574,,True,True,False,
15,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(n2c(c(c(n2)[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606c27a60>,6.71283,,True,True,False,
16,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(n2nc(nn2)[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606e063e0>,6.7742,,True,True,False,
17,C([C@@]1(C(C(c2c([O-])n(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])c(=O)n2C1([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606c37560>,5.21258,,True,True,False,
18,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(n(n1)[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718604622390>,6.60326,,True,True,False,
19,O=C1[C@@](c2c(c(c(Cl)c(Cl)c2[H])[H])[H])(C([C@](O[H])(C(N1c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])[H],<fegrow.package.RMol object at 0x718606c267a0>,5.90438,,True,True,False,
20,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(c2c(c(c(c(c2[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718604621da0>,6.63365,,True,True,False,
21,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C(=O)N(C(C1(C(C1([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606cc7330>,6.45438,,True,True,False,
22,O=C1N([C@@]2(C(C(Oc3c(c(nc(c23)[H])[H])[H])([H])[H])([H])[H])C(=O)N1c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])[H],<rdkit.Chem.rdchem.Mol object at 0x7186074fb6f0>,0.0,,True,False,False,
23,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(c(c(c(c2[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc4c8360>,6.24842,,True,True,False,
24,O=C(C([N@+]1(C(c2c(c(c(Cl)c(c2[C@@]2(C(C(N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C2=O)([H])[H])([H])[H])C1([H])[H])[H])[H])[H])([H])[H])[H])([H])[H])N(C([C@]1(C([C@@](F)(C1([H])[H])[H])([H])[H])[H])([H])[H])[H],<fegrow.package.RMol object at 0x7186bc4cbe20>,5.8741,,True,True,False,
25,O=C(C([N@+]1(C(c2c(c(c(Cl)c(c2[C@](C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])[H])(C1([H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])N(c1c(c(c(N2C(C(OC(C2=O)([H])[H])([H])[H])([H])[H])c(c1[H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x7186bc4cb4c0>,6.00484,,True,True,False,
26,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(nn(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861d2e86d0>,6.74024,,True,True,False,
27,C([N+](C(C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718604621300>,5.60029,,True,True,False,
28,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(S(=O)(=O)N(C([H])([H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861c62ad90>,6.54124,,True,True,False,
29,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(nn(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71877c1b7ba0>,6.74009,,True,True,False,
30,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(c(=O)n(c(n1)[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606c9ed40>,6.16441,,True,True,False,
31,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(c(nc(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7185f8e3b010>,6.89453,,True,True,False,
32,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nnnn1C([H])([H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71869c141990>,6.77057,,True,True,False,
33,C([C@](N(C(=O)C(OS(=O)(=O)N([H])[H])([H])[H])[H])(c1c(c(Cl)c(c(c2c(c(c(S(=O)(=O)N([H])[H])c(c2[H])[H])[H])[H])c1[H])[H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7186074fbc30>,0.0,,True,False,False,
34,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606c9d440>,6.6213,,True,True,False,
35,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(C(F)(F)F)(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x71861c628130>,4.90336,,True,True,False,
36,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(C([C@]1(c1c(c(c(c(c1[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x718606c0dc60>,5.3424,,True,True,False,
37,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(c(c(c2C1=O)[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606f87e70>,6.21693,,True,True,False,
38,C([C@]1(C([C@@](C([H])([H])[H])(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])[C@@](C([H])([H])[H])(C1([H])[H])[H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186046445e0>,5.13998,,True,True,False,
39,C(C(=O)N1C([C@@]2(C([C@]1(c1c([O-])n(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])c(=O)n21)[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606f850d0>,5.22773,,True,True,False,
40,C(C1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186dc172a20>,4.84193,,True,True,False,
41,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc4cbba0>,7.03939,,True,True,False,
42,C(n1nc(c2c(nc(c(N(C(=O)[C@@]3(C(N(S(=O)(=O)c4c(c(c(Cl)c(c34)[H])[H])[H])[H])([H])[H])[H])[H])c12)[H])[H])[H])([H])([H])[H],<rdkit.Chem.rdchem.Mol object at 0x7185f9fc40b0>,0.0,,True,False,False,
43,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2sc(nc2C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186046e6610>,6.97898,,True,True,False,
44,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC([H])([H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ed210>,6.31615,,True,True,False,
45,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(c2c(c(c(c(c2[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ed170>,6.63358,,True,True,False,
46,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C#N)([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ef3d0>,6.39608,,True,True,False,
47,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N(C(c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])[C@]12C([N@@+](C3(C(C3([H])[H])([H])[H])[H])([C@](C1([H])[H])(C2([H])[H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x718607bfbba0>,5.85448,,True,True,False,
48,C(C(C([H])([H])[H])(C1(C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186046233d0>,5.37006,,True,True,False,
49,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(nc(C([H])([H])[H])s2)[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606c36250>,6.88838,,True,True,False,
50,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(OC(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7185f8e3b060>,6.79414,,True,True,False,
51,C(=C(C(N(C(=O)N(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])[H])c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])C(=O)N(C(C([H])([H])[H])([H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x7186048ecd60>,5.61816,,True,True,False,
52,C(C(C(=O)N(c1c(c(c(c(N(C(c2c(c(c(c(c2[H])[H])[H])[H])[H])([H])[H])C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])c1[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048eca90>,6.25702,,True,True,False,
53,C(C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ede90>,6.58266,,True,True,False,
54,C(n1c(C(c2c(c(c(c(c2[H])[H])[H])[H])[H])([H])[H])nn(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])c1=O)([H])([H])[H],<fegrow.package.RMol object at 0x7186048ef650>,5.22362,,True,True,False,
55,C(OC([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c([n+](c(n1[H])[H])[H])[H])([H])[H])C(=O)c1c(c(c(Cl)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ecb30>,6.59676,,True,True,False,
56,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(c(c(n1)[H])[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048efc90>,6.2156,,True,True,False,
57,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C(C2(C([H])([H])[H])C([H])([H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ef010>,6.4083,,True,True,False,
58,C(N1C([C@@](C(=O)N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])[H])(c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ecdb0>,5.61243,,True,True,False,
59,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(c2nn[n-]n2)([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71863c11f380>,6.7949,,True,True,False,
60,C(C(n1nc(c(c1C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C([H])([H])[H])[H])([H])[H])c2c(c(F)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048efd80>,6.85657,,True,True,False,
61,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C2(C(C(C2([H])[H])([H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x7186048edee0>,5.08392,,True,True,False,
62,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(C2(C(C2([H])[H])([H])[H])[H])(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x718606e049a0>,5.21542,,True,True,False,
63,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(O[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606cc7790>,6.20675,,True,True,False,
64,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1nc(n(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048eee30>,6.64435,,True,True,False,
65,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(c1c(oc(n1)[H])[H])([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861cdbd580>,6.4968,,True,True,False,
66,C(C([C@]1(c2c(c(sc2C(C(N1C(=O)C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])([H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186048ec540>,5.5411,,True,True,False,
67,C(c1c(c(C(N2C([C@@]3(C(=O)N(c4c(nc(c5c(c(c(c(c45)[H])[H])[H])[H])[H])[H])C([C@@]3(C([H])([H])[H])[H])([H])[H])c3c(c(F)c(c(c3C2=O)[H])[H])[H])([H])[H])([H])[H])on1)[H])([H])([H])[H],<fegrow.package.RMol object at 0x718607c1c590>,6.35152,,True,True,False,
68,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N(C(c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])[C@]12C(C([C@](C1([H])[H])([N@+](C(C1(C(OC1([H])[H])([H])[H])[H])([H])[H])(C2([H])[H])[H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x718607c1fe70>,6.0813,,True,True,False,
69,C(=C(C(=O)N1C(C(C(c2c1c(c(c(c2[N@@+](C(c1c(c(c(c(Cl)c1[H])[H])[H])[H])([H])[H])(C(=O)C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H],<fegrow.package.RMol object at 0x71869c198090>,6.75604,,True,True,False,
70,C(C(C([H])([H])[H])(C(C1(C([H])([H])[H])C(C(N(C(=O)C(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])([H])[H])C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x7186bc4caf20>,5.36686,,True,True,False,
71,C([C@]1(C(N(c2c(nc(c3c(c(c(c(c23)[H])[H])[H])[H])[H])[H])C(=O)[C@]21C(N(C(C#N)([H])[H])C(=O)c1c(c(c(F)c(c21)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x718606f85c60>,6.39604,,True,True,False,
72,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(c2sc(c(c2C1([H])[H])[H])[H])([H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x71860459ef20>,5.21882,,True,True,False,
73,O=C(C(c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])([H])[H])N1C(C(C(C([C@]1(C(c1c(c(c(c(c1[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H],<fegrow.package.RMol object at 0x71861cdb9300>,5.5796,,True,True,False,
74,O=C1N([C@]2(C([C@](c3c(c(c(c(c3Cl)[H])[H])[H])[H])(C2([H])[H])[H])([H])[H])C(=O)N1c1c(nc(c2c(c(c(c(c12)[H])[H])[H])[H])[H])[H])[H],<fegrow.package.RMol object at 0x71861cdb8590>,5.751,,True,True,False,
75,C(N(C(=O)C(N1C([C@@]2(C(=O)N(c3c(nc(c4c(c(c(c(c34)[H])[H])[H])[H])[H])[H])C([C@@]2(C(N(c2c(nc(c(n2)[H])[H])[H])[H])([H])[H])[H])([H])[H])c2c(c(Cl)c(c(c2C1=O)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],<fegrow.package.RMol object at 0x71861cdb9210>,6.59994,,True,True,False,
