mol_id,receptor_id,mean_dg,error,stats_path,ligand_sdf_path,mol_dir,rec_dir,rmsd,mean_dg_normalized,equil_rmsd_heavy,equil_ref_rmsd,equil_reason
mol13,rec_final_12,-10.696,3.149,output/abfe/mol13/rec_final_12/output/overall_stats.dat,input/poses/rec_12_mol13.sdf,output/abfe/mol13,output/abfe/mol13/rec_final_12,6.425208123272617,6.3954,2.2155637741088867,7.14870660247063,
mol13,rec_final_18,-9.135,3.729,output/abfe/mol13/rec_final_18/output/overall_stats.dat,input/poses/rec_18_mol13.sdf,output/abfe/mol13,output/abfe/mol13/rec_final_18,2.7104435849816952,7.9564,2.7044782638549805,2.541521002742898,
mol13,rec_final_11,-3.459,3.155,output/abfe/mol13/rec_final_11/output/overall_stats.dat,input/poses/rec_11_mol13.sdf,output/abfe/mol13,output/abfe/mol13/rec_final_11,6.42469627797381,13.6324,2.385103225708008,6.516924345388617,
mol16,rec_final_6,-16.883,2.751,output/abfe/mol16/rec_final_6/output/overall_stats.dat,input/poses/rec_6_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_6,3.3032101792044664,-7.381666666666666,2.5397160053253174,3.915487105286601,
mol16,rec_final_13,-15.991,4.619,output/abfe/mol16/rec_final_13/output/overall_stats.dat,input/poses/rec_13_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_13,3.3037313752785655,-6.4896666666666665,1.0915489196777344,3.1518324479315383,
mol16,rec_final_4,-14.393,1.788,output/abfe/mol16/rec_final_4/output/overall_stats.dat,input/poses/rec_4_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_4,3.491915641592735,-4.8916666666666675,2.044618844985962,3.8440646531116647,
mol16,rec_final_15,-13.402,1.955,output/abfe/mol16/rec_final_15/output/overall_stats.dat,input/poses/rec_15_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_15,2.894973166024169,-3.900666666666666,1.250394344329834,3.6511129338407193,
mol16,rec_final_14,-12.919,2.512,output/abfe/mol16/rec_final_14/output/overall_stats.dat,input/poses/rec_14_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_14,3.298206341634798,-3.4176666666666673,0.9248626828193665,3.6165696335495725,
mol16,rec_final_19,-12.783,3.969,output/abfe/mol16/rec_final_19/output/overall_stats.dat,input/poses/rec_19_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_19,3.3001269030144886,-3.2816666666666663,1.476892113685608,4.15718489360809,
mol16,rec_final_9,-12.126,4.055,output/abfe/mol16/rec_final_9/output/overall_stats.dat,input/poses/rec_9_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_9,3.3032232052950947,-2.6246666666666663,1.5627532005310059,2.8986013330604057,
mol16,rec_final_5,-12.03,1.991,output/abfe/mol16/rec_final_5/output/overall_stats.dat,input/poses/rec_5_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_5,3.491811945680924,-2.528666666666666,1.1160410642623901,4.049224388420573,
mol16,rec_final_20,-11.629,3.456,output/abfe/mol16/rec_final_20/output/overall_stats.dat,input/poses/rec_20_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_20,3.3035154814227834,-2.1276666666666664,1.2953035831451416,3.5269890208625703,
mol16,rec_final_16,-5.039,1.98,output/abfe/mol16/rec_final_16/output/overall_stats.dat,input/poses/rec_16_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_16,3.4918623180188533,4.4623333333333335,2.0876121520996094,3.9024826033301667,
mol16,rec_final_7,-4.71,1.773,output/abfe/mol16/rec_final_7/output/overall_stats.dat,input/poses/rec_7_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_7,4.264468538985837,4.791333333333333,1.5611919164657593,4.2496673442479524,
mol16,rec_final_11,-4.185,2.736,output/abfe/mol16/rec_final_11/output/overall_stats.dat,input/poses/rec_11_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_11,3.3034513079505197,5.316333333333334,2.90356707572937,4.5141192390814195,
mol16,rec_final_12,-3.526,1.799,output/abfe/mol16/rec_final_12/output/overall_stats.dat,input/poses/rec_12_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_12,3.4920917616809555,5.975333333333333,2.9063456058502197,5.265709931423083,
mol16,rec_final_2,-3.39,3.568,output/abfe/mol16/rec_final_2/output/overall_stats.dat,input/poses/rec_2_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_2,3.4904389477542797,6.111333333333333,3.7629566192626953,5.602038275980263,
mol16,rec_final_18,0.486,1.742,output/abfe/mol16/rec_final_18/output/overall_stats.dat,input/poses/rec_18_mol16.sdf,output/abfe/mol16,output/abfe/mol16/rec_final_18,3.3006976365610954,9.987333333333334,3.123579502105713,4.959360930102499,
mol17,rec_final_20,-23.388,2.626,output/abfe/mol17/rec_final_20/output/overall_stats.dat,input/poses/rec_20_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_20,1.7207249470582366,-8.806500000000002,1.858675479888916,2.4272552731671477,
mol17,rec_final_1,-19.768,3.11,output/abfe/mol17/rec_final_1/output/overall_stats.dat,input/poses/rec_1_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_1,3.879235272281676,-5.1865000000000006,2.335042953491211,3.346507715326933,
mol17,rec_final_19,-18.917,1.314,output/abfe/mol17/rec_final_19/output/overall_stats.dat,input/poses/rec_19_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_19,1.592829193784264,-4.3355000000000015,1.5685105323791504,2.360437358816774,
mol17,rec_final_16,-18.75,1.791,output/abfe/mol17/rec_final_16/output/overall_stats.dat,input/poses/rec_16_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_16,2.1062105485580362,-4.1685,1.837703824043274,2.0705310899534712,
mol17,rec_final_6,-16.268,3.702,output/abfe/mol17/rec_final_6/output/overall_stats.dat,input/poses/rec_6_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_6,6.14384489113175,-1.6865000000000006,1.6629199981689453,6.824529660805925,
mol17,rec_final_4,-16.223,4.647,output/abfe/mol17/rec_final_4/output/overall_stats.dat,input/poses/rec_4_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_4,1.260757047174435,-1.6414999999999988,1.9414191246032715,1.981221437934737,
mol17,rec_final_9,-15.461,1.136,output/abfe/mol17/rec_final_9/output/overall_stats.dat,input/poses/rec_9_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_9,6.312860680094699,-0.8795000000000002,1.6727358102798462,6.453423350051829,
mol17,rec_final_15,-14.364,1.071,output/abfe/mol17/rec_final_15/output/overall_stats.dat,input/poses/rec_15_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_15,2.10098269673979,0.21749999999999936,1.5454918146133423,2.2247734275954243,
mol17,rec_final_13,-14.214,4.564,output/abfe/mol17/rec_final_13/output/overall_stats.dat,input/poses/rec_13_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_13,6.046569263923847,0.3674999999999997,2.3577866554260254,6.845843254114798,
mol17,rec_final_5,-13.517,1.188,output/abfe/mol17/rec_final_5/output/overall_stats.dat,input/poses/rec_5_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_5,2.0881320033533735,1.0645000000000007,1.6542876958847046,2.2479257181323256,
mol17,rec_final_7,-12.853,2.016,output/abfe/mol17/rec_final_7/output/overall_stats.dat,input/poses/rec_7_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_7,3.825629098667489,1.7285000000000004,2.402528762817383,4.4275810971796075,
mol17,rec_final_12,-11.767,2.814,output/abfe/mol17/rec_final_12/output/overall_stats.dat,input/poses/rec_12_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_12,1.2418680861623634,2.8145000000000007,1.1049580574035645,1.3036855140499344,
mol17,rec_final_14,-11.659,2.35,output/abfe/mol17/rec_final_14/output/overall_stats.dat,input/poses/rec_14_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_14,2.6444669245156276,2.9224999999999994,2.3886866569519043,2.7451297049776997,
mol17,rec_final_2,-11.578,3.333,output/abfe/mol17/rec_final_2/output/overall_stats.dat,input/poses/rec_2_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_2,1.5621321091014406,3.0035000000000007,1.848144769668579,2.2335408410944746,
mol17,rec_final_18,-8.101,2.295,output/abfe/mol17/rec_final_18/output/overall_stats.dat,input/poses/rec_18_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_18,6.043998153587693,6.480499999999999,2.1829276084899902,7.075067185000983,
mol17,rec_final_11,-6.476,1.302,output/abfe/mol17/rec_final_11/output/overall_stats.dat,input/poses/rec_11_mol17.sdf,output/abfe/mol17,output/abfe/mol17/rec_final_11,6.06538007199172,8.1055,1.5940839052200317,6.278022524950301,
mol18,rec_final_5,-15.292,1.674,output/abfe/mol18/rec_final_5/output/overall_stats.dat,input/poses/rec_5_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_5,4.744541087221538,-5.794933333333333,1.5982723236083984,4.639684369919113,
mol18,rec_final_4,-14.74,3.359,output/abfe/mol18/rec_final_4/output/overall_stats.dat,input/poses/rec_4_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_4,4.749106972544066,-5.242933333333333,2.9591128826141357,5.328517202658419,
mol18,rec_final_6,-13.725,2.327,output/abfe/mol18/rec_final_6/output/overall_stats.dat,input/poses/rec_6_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_6,4.749042703886051,-4.227933333333333,2.5505707263946533,5.174909195792512,
mol18,rec_final_9,-12.902,1.6,output/abfe/mol18/rec_final_9/output/overall_stats.dat,input/poses/rec_9_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_9,3.8728052294170436,-3.4049333333333323,0.7091144323348999,4.080821585398517,
mol18,rec_final_19,-12.373,1.303,output/abfe/mol18/rec_final_19/output/overall_stats.dat,input/poses/rec_19_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_19,3.466311798824028,-2.8759333333333323,1.3753236532211304,3.1947650449651483,
mol18,rec_final_14,-11.36,3.612,output/abfe/mol18/rec_final_14/output/overall_stats.dat,input/poses/rec_14_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_14,3.8731788714181534,-1.8629333333333324,2.0514519214630127,4.153975706200123,
mol18,rec_final_20,-9.802,0.967,output/abfe/mol18/rec_final_20/output/overall_stats.dat,input/poses/rec_20_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_20,3.874732281504534,-0.3049333333333326,2.210519790649414,4.9875418056084815,
mol18,rec_final_13,-9.046,2.259,output/abfe/mol18/rec_final_13/output/overall_stats.dat,input/poses/rec_13_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_13,4.7491172937715485,0.4510666666666676,1.7182397842407227,5.304769193716895,
mol18,rec_final_15,-8.897,1.764,output/abfe/mol18/rec_final_15/output/overall_stats.dat,input/poses/rec_15_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_15,4.749056626847063,0.6000666666666667,1.8009194135665894,5.178107720643795,
mol18,rec_final_18,-7.875,2.417,output/abfe/mol18/rec_final_18/output/overall_stats.dat,input/poses/rec_18_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_18,4.740806245074073,1.622066666666667,2.8509037494659424,3.147437849547358,
mol18,rec_final_12,-7.156,2.388,output/abfe/mol18/rec_final_12/output/overall_stats.dat,input/poses/rec_12_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_12,4.749019371056162,2.3410666666666673,2.528433322906494,6.528932632561746,
mol18,rec_final_7,-6.223,2.102,output/abfe/mol18/rec_final_7/output/overall_stats.dat,input/poses/rec_7_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_7,3.480571238317067,3.274066666666667,1.3605420589447021,2.9574474018230967,
mol18,rec_final_16,-4.978,1.992,output/abfe/mol18/rec_final_16/output/overall_stats.dat,input/poses/rec_16_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_16,3.6679243919415785,4.519066666666667,2.851846694946289,3.2012657222356884,
mol18,rec_final_2,-4.146,3.296,output/abfe/mol18/rec_final_2/output/overall_stats.dat,input/poses/rec_2_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_2,4.748941965848815,5.351066666666667,2.9587175846099854,6.891030910442296,
mol18,rec_final_11,-3.941,1.89,output/abfe/mol18/rec_final_11/output/overall_stats.dat,input/poses/rec_11_mol18.sdf,output/abfe/mol18,output/abfe/mol18/rec_final_11,4.748461716177145,5.556066666666667,2.4377493858337402,5.48558120035086,
mol20,rec_final_4,-17.82,1.891,output/abfe/mol20/rec_final_4/output/overall_stats.dat,input/poses/rec_4_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_4,3.946046559087523,-5.627466666666669,2.0340776443481445,3.558900709438896,
mol20,rec_final_6,-17.447,3.389,output/abfe/mol20/rec_final_6/output/overall_stats.dat,input/poses/rec_6_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_6,4.122931106791786,-5.2544666666666675,2.0482733249664307,4.775494379765857,
mol20,rec_final_5,-15.703,0.833,output/abfe/mol20/rec_final_5/output/overall_stats.dat,input/poses/rec_5_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_5,3.7289968382206307,-3.5104666666666677,1.431910514831543,4.342031913181216,
mol20,rec_final_14,-15.442,3.965,output/abfe/mol20/rec_final_14/output/overall_stats.dat,input/poses/rec_14_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_14,5.828678191726037,-3.2494666666666685,1.356973648071289,6.438004294814745,
mol20,rec_final_12,-14.484,6.31,output/abfe/mol20/rec_final_12/output/overall_stats.dat,input/poses/rec_12_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_12,5.628150380537637,-2.2914666666666683,3.608154058456421,5.411233411237533,
mol20,rec_final_19,-13.188,2.507,output/abfe/mol20/rec_final_19/output/overall_stats.dat,input/poses/rec_19_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_19,5.581193458343785,-0.9954666666666689,1.4374301433563232,5.309765869085218,
mol20,rec_final_2,-12.741,2.825,output/abfe/mol20/rec_final_2/output/overall_stats.dat,input/poses/rec_2_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_2,5.823935594479789,-0.548466666666668,3.086864709854126,5.898749911582069,
mol20,rec_final_20,-11.827,3.718,output/abfe/mol20/rec_final_20/output/overall_stats.dat,input/poses/rec_20_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_20,5.823535380004328,0.3655333333333317,1.9217787981033325,5.756755776385392,
mol20,rec_final_13,-10.69,1.92,output/abfe/mol20/rec_final_13/output/overall_stats.dat,input/poses/rec_13_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_13,5.626249563358275,1.5025333333333322,1.208776593208313,5.746944328809959,
mol20,rec_final_15,-10.38,3.968,output/abfe/mol20/rec_final_15/output/overall_stats.dat,input/poses/rec_15_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_15,5.8313318721577865,1.8125333333333309,1.478227138519287,6.332184988805414,
mol20,rec_final_16,-10.215,2.381,output/abfe/mol20/rec_final_16/output/overall_stats.dat,input/poses/rec_16_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_16,5.999134879792749,1.9775333333333318,2.685166597366333,5.167910389366046,
mol20,rec_final_18,-9.511,1.055,output/abfe/mol20/rec_final_18/output/overall_stats.dat,input/poses/rec_18_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_18,4.361005245260453,2.6815333333333324,2.7465555667877197,5.9147384721047755,
mol20,rec_final_11,-9.332,2.562,output/abfe/mol20/rec_final_11/output/overall_stats.dat,input/poses/rec_11_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_11,5.829322027984554,2.860533333333331,2.42325496673584,6.7583190110042,
mol20,rec_final_9,-7.085,1.179,output/abfe/mol20/rec_final_9/output/overall_stats.dat,input/poses/rec_9_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_9,4.727146843956122,5.107533333333332,3.0835201740264893,4.541079321042119,
mol20,rec_final_7,-7.023,2.36,output/abfe/mol20/rec_final_7/output/overall_stats.dat,input/poses/rec_7_mol20.sdf,output/abfe/mol20,output/abfe/mol20/rec_final_7,6.073329728166176,5.169533333333332,1.9322932958602905,6.843028044552555,
mol21,rec_final_19,-19.188,2.95,output/abfe/mol21/rec_final_19/output/overall_stats.dat,input/poses/rec_19_mol21.sdf,output/abfe/mol21,output/abfe/mol21/rec_final_19,0.65424356146185,-6.7265384615384605,1.3786112070083618,1.1238128510319245,
